"IDN5";"NM5";"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"POINT_X";"POINT_Y"
865869;"Turèianske K¾aèany";512711;"Turèianske K¾aèany";506;"Martin";5;"ilinskı";-428730.42;-1183368.86
865877;"Turèianske Teplice";512729;"Turèianske Teplice";509;"Turèianske Teplice";5;"ilinskı";-438435.74;-1212987.48
865907;"Turèiansky Ïur";512737;"Turèiansky Ïur";506;"Martin";5;"ilinskı";-438033.41;-1202966.81
865923;"Turèiansky Michal";512729;"Turèianske Teplice";509;"Turèianske Teplice";5;"ilinskı";-437189.21;-1209879.12
865931;"Turèiansky Peter";512753;"Turèiansky Peter";506;"Martin";5;"ilinskı";-435120.88;-1193645.79
865940;"Turèok";526321;"Turèok";608;"Revúca";6;"Banskobystrickı";-345354.82;-1244141.46
865958;"Tureò";508284;"Tureò";108;"Senec";1;"Bratislavskı";-552073.61;-1277946.56
865966;"Zonc";508284;"Tureò";108;"Senec";1;"Bratislavskı";-552956.47;-1277810.08
865974;"Turíèky";511315;"Cinobaòa";607;"Poltár";6;"Banskobystrickı";-381087.95;-1262681.7
865982;"Turie";518051;"Turie";511;"ilina";5;"ilinskı";-441566.83;-1182678.42
865991;"Turík";507407;"Turík";508;"Ruomberok";5;"ilinskı";-398132.92;-1187166.04
866008;"Háj";518123;"Háj";806;"Košice - okolie";8;"Košickı";-292495.4;-1247460.21
866016;"Turòa nad Bodvou";559784;"Turòa nad Bodvou";806;"Košice - okolie";8;"Košickı";-290720.15;-1251591.14
866024;"Turová";518891;"Turová";611;"Zvolen";6;"Banskobystrickı";-425392.81;-1242741.99
866075;"Turkov";509507;"Turzovka";502;"Èadca";5;"ilinskı";-450764.11;-1155285.8
866083;"Turzovka";509507;"Turzovka";502;"Èadca";5;"ilinskı";-450963.67;-1150953.96
866121;"Tušice";523208;"Tušice";807;"Michalovce";8;"Košickı";-227013.4;-1240159.27
866130;"Tušická Nová Ves";523216;"Tušická Nová Ves";807;"Michalovce";8;"Košickı";-226376.27;-1241587.47
866148;"Tuina";514411;"Tuina";307;"Prievidza";3;"Trenèiansky";-457635.76;-1204920.78
866156;"Tvaroná";523984;"Tvaroná";703;"Kemarok";7;"Prešovskı";-316878.41;-1196300.18
866164;"Tvrdomestice";505617;"Tvrdomestice";406;"Topo¾èany";4;"Nitriansky";-492409.07;-1231912.27
866172;"Medvedzie";510114;"Tvrdošín";510;"Tvrdošín";5;"ilinskı";-384652.49;-1163308.47
866181;"Tvrdošín";510114;"Tvrdošín";510;"Tvrdošín";5;"ilinskı";-381781.61;-1164418.65
866211;"Tvrdošovce";503614;"Tvrdošovce";404;"Nové Zámky";4;"Nitriansky";-504863.27;-1293370.59
866237;"Ub¾a";520918;"Ub¾a";709;"Snina";7;"Prešovskı";-178823.32;-1222190.2
866245;"Úbre";523224;"Úbre";809;"Sobrance";8;"Košickı";-199015.69;-1234541.17
866253;"Udavské";520926;"Udavské";702;"Humenné";7;"Prešovskı";-209625.67;-1213470.63
866261;"Uderiná";511552;"Lovinobaòa";606;"Luèenec";6;"Banskobystrickı";-385963.67;-1265790.71
866270;"Udièa";513741;"Udièa";306;"Povaská Bystrica";3;"Trenèiansky";-468508.04;-1176269.15
866318;"Údol";527050;"Údol";710;"Stará ¼ubovòa";7;"Prešovskı";-292452.87;-1173932.12
866334;"Uhliská";502898;"Uhliská";402;"Levice";4;"Nitriansky";-450555.89;-1263386.91
866342;"Úhorná";543683;"Úhorná";801;"Gelnica";8;"Košickı";-306649.35;-1238903.77
866351;"Uhorská Ves";511099;"Uhorská Ves";505;"Liptovskı Mikuláš";5;"ilinskı";-375882.32;-1194850.25
866369;"Vislavce";511099;"Uhorská Ves";505;"Liptovskı Mikuláš";5;"ilinskı";-375189.87;-1199142.53
866377;"Uhorské";511978;"Uhorské";607;"Poltár";6;"Banskobystrickı";-374857.53;-1260637.14
866385;"Látkovce";505625;"Uhrovec";301;"Bánovce nad Bebravou";3;"Trenèiansky";-476128.05;-1226932.54
866393;"Uhrovec";505625;"Uhrovec";301;"Bánovce nad Bebravou";3;"Trenèiansky";-476325.99;-1223119.09
866407;"Uhrovské Podhradie";505633;"Uhrovské Podhradie";301;"Bánovce nad Bebravou";3;"Trenèiansky";-471888.92;-1221728.3
866415;"Újazd";546682;"Skalka nad Váhom";309;"Trenèín";3;"Trenèiansky";-494033.01;-1199143.79
866423;"U¾anka";508438;"Banská Bystrica";601;"Banská Bystrica";6;"Banskobystrickı";-420463.08;-1223041.66
866431;"Ú¾any nad itavou";556050;"Ú¾any nad itavou";404;"Nové Zámky";4;"Nitriansky";-490280.01;-1292615.62
866440;"Uliè";520934;"Uliè";709;"Snina";7;"Prešovskı";-176691.7;-1215662.63
866458;"Ulièské Krivé";520942;"Ulièské Krivé";709;"Snina";7;"Prešovskı";-174557.89;-1212081.28
866466;"Uloa";543691;"Uloa";704;"Levoèa";7;"Prešovskı";-305446.56;-1200734.14
866482;"Uòatín";518905;"Uòatín";605;"Krupina";6;"Banskobystrickı";-429134.95;-1278158.99
866491;"Unín";504939;"Unín";206;"Skalica";2;"Trnavskı";-558842.13;-1217302.96
866539;"Urmince";505641;"Urmince";406;"Topo¾èany";4;"Nitriansky";-496350.61;-1244549.23
866563;"Ústie nad Priehradou";510106;"Trstená";510;"Tvrdošín";5;"ilinskı";-382550.2;-1158110.11
866571;"Oravské Hámre";510106;"Trstená";510;"Tvrdošín";5;"ilinskı";-379244.61;-1154868.24
866580;"Osada";510106;"Trstená";510;"Tvrdošín";5;"ilinskı";-379443.34;-1156697.11
866598;"Uzovce";525359;"Uzovce";708;"Sabinov";7;"Prešovskı";-266537.15;-1198647.42
866628;"Rakytník";557854;"Rakytník";609;"Rimavská Sobota";6;"Banskobystrickı";-343990.24;-1270914.83
866644;"Uzovská Panica";515701;"Uzovská Panica";609;"Rimavská Sobota";6;"Banskobystrickı";-346361.15;-1268801.82
866661;"Uzovské Pek¾any";525367;"Uzovské Pek¾any";708;"Sabinov";7;"Prešovskı";-279262.79;-1197253.26
866679;"Uzovskı Šalgov";525375;"Uzovskı Šalgov";708;"Sabinov";7;"Prešovskı";-276785.63;-1196714.83
866687;"Vaïovce";506630;"Vaïovce";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-521643.38;-1218407.13
866695;"Vagrinec";527947;"Vagrinec";712;"Svidník";7;"Prešovskı";-232465.87;-1175227.86
866709;"Váhovce";504114;"Váhovce";202;"Galanta";2;"Trnavskı";-522692.75;-1275357.64
866717;"Vajkovce";522121;"Vajkovce";806;"Košice - okolie";8;"Košickı";-257313.62;-1232344.49
866725;"Valaliky";522139;"Valaliky";806;"Košice - okolie";8;"Košickı";-261070.11;-1248918.88
866792;"Valaská";509086;"Valaská";603;"Brezno";6;"Banskobystrickı";-385236.46;-1229316.87
867195;"Valaská Belá";514420;"Valaská Belá";307;"Prievidza";3;"Trenèiansky";-470570.58;-1206346.08
867233;"Valaská Dubová";511102;"Valaská Dubová";508;"Ruomberok";5;"ilinskı";-403293.27;-1184605.22
867250;"Valèa";512761;"Valèa";506;"Martin";5;"ilinskı";-442634.91;-1192990.19
867268;"Valentová";512397;"Laskár";506;"Martin";5;"ilinskı";-434790.47;-1201603.68
867276;"Valentovce";520951;"Valentovce";705;"Medzilaborce";7;"Prešovskı";-209551.16;-1190503.12
867284;"Valkovce";527955;"Valkovce";712;"Svidník";7;"Prešovskı";-241314.34;-1190949.79
867314;"Va¾kovòa";509094;"Va¾kovòa";603;"Brezno";6;"Banskobystrickı";-351734.42;-1223680.79
867331;"Va¾kovo";511340;"Èeské Brezovo";607;"Poltár";6;"Banskobystrickı";-369927.95;-1260422.34
867349;"Vaniškovce";518964;"Vaniškovce";701;"Bardejov";7;"Prešovskı";-257897.5;-1190243.31
867357;"Vaòovka";509680;"Hruštín";507;"Námestovo";5;"ilinskı";-398397.83;-1161293.3
867365;"Vápeník";527963;"Vápeník";712;"Svidník";7;"Prešovskı";-238897.61;-1165394.24
867373;"Varadka";519901;"Varadka";701;"Bardejov";7;"Prešovskı";-249902.67;-1162300.78
867381;"Varechovce";527971;"Varechovce";711;"Stropkov";7;"Prešovskı";-220873.97;-1185365.47
867411;"Varhaòovce";525383;"Varhaòovce";707;"Prešov";7;"Prešovskı";-254458.86;-1225109.55
867438;"Nezbudská Lúèka";558168;"Nezbudská Lúèka";511;"ilina";5;"ilinskı";-431586.65;-1178981.57
867446;"Varín";518069;"Varín";511;"ilina";5;"ilinskı";-432800.97;-1176515.37
867462;"Varov Šúr";507636;"Šúrovce";207;"Trnava";2;"Trnavskı";-525156.71;-1263456.57
867471;"Vasi¾ov";510149;"Vasi¾ov";507;"Námestovo";5;"ilinskı";-395408.32;-1161617.39
867489;"Vavreèka";510157;"Vavreèka";507;"Námestovo";5;"ilinskı";-388408.78;-1158675.36
867497;"Vavrinec";529214;"Vavrinec";713;"Vranov nad Top¾ou";7;"Prešovskı";-236050.22;-1204045.99
867501;"Vavrišovo";511111;"Vavrišovo";505;"Liptovskı Mikuláš";5;"ilinskı";-369911.2;-1193767.76
867527;"Vaec";511129;"Vaec";505;"Liptovskı Mikuláš";5;"ilinskı";-353891.13;-1196272.58
863513;"Tomášovce";515698;"Tomášovce";609;"Rimavská Sobota";6;"Banskobystrickı";-347269.92;-1271991.96
863521;"Tôò";501361;"Tôò";401;"Komárno";4;"Nitriansky";-523878.56;-1323733.47
863530;"Topo¾a";520888;"Topo¾a";709;"Snina";7;"Prešovskı";-180627.35;-1206144.5
863548;"Topo¾èany";504998;"Topo¾èany";406;"Topo¾èany";4;"Nitriansky";-490680.43;-1242326.14
863882;"Topo¾èianky";500828;"Topo¾èianky";407;"Zlaté Moravce";4;"Nitriansky";-475150.34;-1258927.42
863912;"Topo¾nica";504084;"Topo¾nica";202;"Galanta";2;"Trnavskı";-522077.13;-1283560.77
863921;"Dolné Topo¾níky";501921;"Topo¾níky";201;"Dunajská Streda";2;"Trnavskı";-523262.16;-1306370.42
863939;"Horné Topo¾níky";501921;"Topo¾níky";201;"Dunajská Streda";2;"Trnavskı";-524674.6;-1304069.1
863955;"Òárad";501930;"Òárad";201;"Dunajská Streda";2;"Trnavskı";-538653.78;-1318898.93
863971;"Topo¾ovka";520896;"Topo¾ovka";702;"Humenné";7;"Prešovskı";-221661.63;-1218298.09
863998;"Toporec";523976;"Toporec";703;"Kemarok";7;"Prešovskı";-316771.98;-1174036.72
864005;"Torysa";525316;"Torysa";708;"Sabinov";7;"Prešovskı";-287956.61;-1189987.43
864021;"Torysky";543675;"Torysky";704;"Levoèa";7;"Prešovskı";-303016.51;-1194223.58
864030;"Tovarné";529192;"Tovarné";713;"Vranov nad Top¾ou";7;"Prešovskı";-224693.09;-1219220.81
864048;"Tovarnianska Polianka";529206;"Tovarnianska Polianka";713;"Vranov nad Top¾ou";7;"Prešovskı";-224139.75;-1221857.21
864056;"Tovarníky";580457;"Tovarníky";406;"Topo¾èany";4;"Nitriansky";-492703.58;-1240544.64
864064;"Trakovice";507661;"Trakovice";203;"Hlohovec";2;"Trnavskı";-525660.84;-1252838.25
864081;"Trávnica";503606;"Trávnica";404;"Nové Zámky";4;"Nitriansky";-482002.57;-1289591.6
864099;"Trávnik";501379;"Trávnik";401;"Komárno";4;"Nitriansky";-525659.75;-1326255.21
864102;"Trebatice";507679;"Trebatice";204;"Piešany";2;"Trnavskı";-521772.43;-1235789.45
864137;"Trebejov";522082;"Trebejov";806;"Košice - okolie";8;"Košickı";-264953.01;-1226937.1
864161;"Trebe¾ovce";511927;"Trebe¾ovce";606;"Luèenec";6;"Banskobystrickı";-378287.28;-1282299.36
864170;"Trebichava";505595;"Trebichava";301;"Bánovce nad Bebravou";3;"Trenèiansky";-478087.85;-1213614.22
864188;"Trebišov";528099;"Trebišov";811;"Trebišov";8;"Košickı";-227943.41;-1251976.74
864315;"Trebostovo";512664;"Trebostovo";506;"Martin";5;"ilinskı";-438026.89;-1193754.82
864323;"Trebušovce";516457;"Trebušovce";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-418975.23;-1297417.87
864358;"Trenè";557340;"Trenè";606;"Luèenec";6;"Banskobystrickı";-390827.16;-1285996.17
864374;"Trenèianska Teplá";506559;"Trenèianska Teplá";309;"Trenèín";3;"Trenèiansky";-492038.47;-1199750.97
864391;"Trenèianska Turná";506567;"Trenèianska Turná";309;"Trenèín";3;"Trenèiansky";-498771.52;-1211593.03
864404;"Trenèianske Bohuslavice";506583;"Trenèianske Bohuslavice";304;"Nové Mesto nad Váhom";3;"Trenèiansky";-511436.86;-1213947.59
864412;"Trenèianske Jastrabie";506591;"Trenèianske Jastrabie";309;"Trenèín";3;"Trenèiansky";-494768.6;-1215308.63
864421;"Trenèianske Mitice";506605;"Trenèianske Mitice";309;"Trenèín";3;"Trenèiansky";-492366.47;-1213067.08
870048;"Vojòany";524069;"Vojòany";703;"Kemarok";7;"Prešovskı";-319309.64;-1177012.52
870056;"Vojnatina";523267;"Vojnatina";809;"Sobrance";8;"Košickı";-190936.17;-1240906.79
870081;"Bátorove Kosihy";501395;"Bátorove Kosihy";401;"Komárno";4;"Nitriansky";-480498.68;-1323458.49
870099;"Vojtovce";528013;"Vojtovce";711;"Stropkov";7;"Prešovskı";-228381.17;-1187140.95
870129;"Vo¾a";523275;"Vo¾a";807;"Michalovce";8;"Košickı";-219218.65;-1227907.71
870137;"Volica";520993;"Volica";705;"Medzilaborce";7;"Prešovskı";-212138.47;-1193191.28
870153;"Volkovce";500925;"Volkovce";407;"Zlaté Moravce";4;"Nitriansky";-471717.27;-1268958.23
870161;"Závada";500925;"Volkovce";407;"Zlaté Moravce";4;"Nitriansky";-472852.84;-1268600.01
870170;"Voznica";517356;"Voznica";612;"arnovica";6;"Banskobystrickı";-451228.67;-1258425.43
870188;"Vozokany";504173;"Vozokany";202;"Galanta";2;"Trnavskı";-530154.77;-1290286.47
870196;"Vozokany";505757;"Vozokany";406;"Topo¾èany";4;"Nitriansky";-504111.38;-1240080.37
870218;"Vráble";500933;"Vráble";403;"Nitra";4;"Nitriansky";-483105.15;-1278951.15
870226;"Vrádište";504963;"Vrádište";206;"Skalica";2;"Trnavskı";-559642.96;-1206035.0
870251;"Nekyje na Ostrove";502006;"Vrakúò";201;"Dunajská Streda";2;"Trnavskı";-539288.03;-1306019.33
870269;"Vrakúò";502006;"Vrakúò";201;"Dunajská Streda";2;"Trnavskı";-538282.5;-1309538.95
870293;"Vrakuòa";529338;"Bratislava-Vrakuòa";102;"Bratislava II";1;"Bratislavskı";-565877.94;-1280716.11
870307;"Vranie";517402;"ilina";511;"ilina";5;"ilinskı";-443089.93;-1167986.3
870315;"Vranov nad Top¾ou";544051;"Vranov nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı";-230075.79;-1222710.05
870439;"Vrbnica";523283;"Vrbnica";807;"Michalovce";8;"Košickı";-217345.03;-1245279.9
870447;"Vrbov";524077;"Vrbov";703;"Kemarok";7;"Prešovskı";-320851.97;-1195686.45
870463;"Vrbová nad Váhom";501409;"Vrbová nad Váhom";401;"Komárno";4;"Nitriansky";-506078.13;-1319649.35
870587;"Vrbovce";504971;"Vrbovce";303;"Myjava";3;"Trenèiansky";-539869.5;-1210824.93
870595;"Vrbové";507750;"Vrbové";204;"Piešany";2;"Trnavskı";-524383.21;-1232707.47
870617;"Vrbovka";516538;"Vrbovka";610;"Ve¾kı Krtíš";6;"Banskobystrickı";-405124.89;-1300486.23
870625;"Vrchteplá";513784;"Vrchteplá";306;"Povaská Bystrica";3;"Trenèiansky";-456987.77;-1181114.52
870633;"Vrícko";512796;"Vrícko";506;"Martin";5;"ilinskı";-449219.32;-1199352.42
870641;"Vršatské Podhradie";557625;"Vršatské Podhradie";302;"Ilava";3;"Trenèiansky";-488250.89;-1185650.01
870650;"Vrútky";557358;"Vrútky";506;"Martin";5;"ilinskı";-433485.92;-1183515.28
870749;"Vtáèkovce";522163;"Vtáèkovce";806;"Košice - okolie";8;"Košickı";-253308.18;-1227015.11
870765;"Vıborná";524085;"Vıborná";703;"Kemarok";7;"Prešovskı";-323316.27;-1178278.22
870773;"¼udovítová";581097;"¼udovítová";403;"Nitra";4;"Nitriansky";-498944.68;-1259853.26
870781;"Vıèapy-Opatovce";500941;"Vıèapy-Opatovce";403;"Nitra";4;"Nitriansky";-499442.22;-1257587.88
870790;"Vydrany";502014;"Vydrany";201;"Dunajská Streda";2;"Trnavskı";-536629.7;-1295657.77
870811;"Vydrná";557498;"Vydrná";308;"Púchov";3;"Trenèiansky";-478166.92;-1170194.35
870820;"Vydrník";524093;"Vydrník";706;"Poprad";7;"Prešovskı";-323376.97;-1205183.66
870846;"Vyhne";517364;"Vyhne";613;"iar nad Hronom";6;"Banskobystrickı";-445649.41;-1252639.33
870862;"Vıchodná";511170;"Vıchodná";505;"Liptovskı Mikuláš";5;"ilinskı";-357758.31;-1206402.03
870871;"Vırava";521001;"Vırava";705;"Medzilaborce";7;"Prešovskı";-205844.79;-1187961.97
870897;"Vysoèany";505765;"Vysoèany";301;"Bánovce nad Bebravou";3;"Trenèiansky";-478620.53;-1229358.75
870901;"Vysoká";517372;"Vysoká";602;"Banská Štiavnica";6;"Banskobystrickı";-447029.48;-1261980.06
870919;"Vysoká";525421;"Vysoká";708;"Sabinov";7;"Prešovskı";-287666.59;-1193968.77
871061;"Vysoká nad Kysucou";509515;"Vysoká nad Kysucou";502;"Èadca";5;"ilinskı";-457574.65;-1152954.69
871117;"Vysoká nad Uhom";523291;"Vysoká nad Uhom";807;"Michalovce";8;"Košickı";-201346.8;-1252159.39
871133;"Vysoká pri Morave";508349;"Vysoká pri Morave";106;"Malacky";1;"Bratislavskı";-585443.96;-1260850.63
871141;"Vyškovce";528021;"Vyškovce";711;"Stropkov";7;"Prešovskı";-230376.15;-1181480.33
871168;"Vyškovce nad Ip¾om";502944;"Vyškovce nad Ip¾om";402;"Levice";4;"Nitriansky";-444924.12;-1300139.76
871184;"Vyšná Boca";511188;"Vyšná Boca";505;"Liptovskı Mikuláš";5;"ilinskı";-372670.53;-1211088.81
871192;"Vyšná Hutka";522171;"Vyšná Hutka";806;"Košice - okolie";8;"Košickı";-255354.31;-1244570.68
871206;"Vyšná Jablonka";521019;"Vyšná Jablonka";702;"Humenné";7;"Prešovskı";-198156.72;-1192084.69
871214;"Vyšná Jed¾ová";528030;"Vyšná Jed¾ová";712;"Svidník";7;"Prešovskı";-238739.81;-1170168.39
871222;"Vyšná Kamenica";522180;"Vyšná Kamenica";806;"Košice - okolie";8;"Košickı";-244439.41;-1233012.04
871231;"Vyšná Myš¾a";522198;"Vyšná Myš¾a";806;"Košice - okolie";8;"Košickı";-253427.41;-1250150.66
871249;"Vyšná Olšava";528048;"Vyšná Olšava";711;"Stropkov";7;"Prešovskı";-235669.12;-1191834.08
871257;"Vyšná Pisaná";528056;"Vyšná Pisaná";712;"Svidník";7;"Prešovskı";-234234.12;-1163580.25
871265;"Vyšná Pokoradz";514462;"Rimavská Sobota";609;"Rimavská Sobota";6;"Banskobystrickı";-356337.54;-1266672.8
871273;"Vyšná Polianka";519910;"Vyšná Polianka";701;"Bardejov";7;"Prešovskı";-251939.19;-1161134.85
871290;"Vyšná Rybnica";523305;"Vyšná Rybnica";809;"Sobrance";8;"Košickı";-192311.91;-1227614.99
871303;"Vyšná Sitnica";529249;"Vyšná Sitnica";702;"Humenné";7;"Prešovskı";-222437.27;-1198778.45
871311;"Vyšná Slaná";526347;"Vyšná Slaná";808;"Roòava";8;"Košickı";-330763.69;-1228330.0
871346;"Vyšná Šebastová";525430;"Vyšná Šebastová";707;"Prešov";7;"Prešovskı";-256098.99;-1206603.72
871354;"Vyšná Šuòava";524107;"Šuòava";706;"Poprad";7;"Prešovskı";-347888.96;-1201231.38
871362;"Vyšná Vo¾a";519928;"Vyšná Vo¾a";701;"Bardejov";7;"Prešovskı";-252521.04;-1181450.8
871371;"Vyšné Ladièkovce";521027;"Vyšné Ladièkovce";702;"Humenné";7;"Prešovskı";-214631.07;-1204659.56
871389;"Vyšné nad Hronom";502952;"Vyšné nad Hronom";402;"Levice";4;"Nitriansky";-463526.54;-1288245.43
871401;"Vyšné Nemecké";523313;"Vyšné Nemecké";809;"Sobrance";8;"Košickı";-189025.27;-1249276.96
871419;"Vyšné Raslavice";519936;"Raslavice";701;"Bardejov";7;"Prešovskı";-257218.74;-1192908.92
871427;"Vyšné Remety";523321;"Vyšné Remety";809;"Sobrance";8;"Košickı";-196039.48;-1230767.92
871435;"Vyšné Repaše";526606;"Vyšné Repaše";704;"Levoèa";7;"Prešovskı";-302740.4;-1198866.46
871451;"Vyšné Rubachy";527092;"Vyšné Rubachy";710;"Stará ¼ubovòa";7;"Prešovskı";-310966.48;-1170757.87
871460;"Gregorovce";557901;"Vyšné Valice";609;"Rimavská Sobota";6;"Banskobystrickı";-343333.82;-1265972.58
871478;"Vyšné Valice";557901;"Vyšné Valice";609;"Rimavská Sobota";6;"Banskobystrickı";-343836.87;-1263286.91
871486;"Vyšnı Èaj";522201;"Vyšnı Èaj";806;"Košice - okolie";8;"Košickı";-252977.99;-1243982.11
871494;"Maškovce";559652;"Maškovce";702;"Humenné";7;"Prešovskı";-207594.49;-1208829.2
871508;"Vyšnı Hrušov";521035;"Vyšnı Hrušov";702;"Humenné";7;"Prešovskı";-205970.98;-1211084.38
871516;"Vyšnı Klátov";522210;"Vyšnı Klátov";806;"Košice - okolie";8;"Košickı";-274174.26;-1234600.71
871524;"Vyšnı Komárnik";528064;"Vyšnı Komárnik";712;"Svidník";7;"Prešovskı";-226808.86;-1165054.51
871532;"Vyšnı Kruèov";519944;"Vyšnı Kruèov";701;"Bardejov";7;"Prešovskı";-247454.18;-1190996.18
871541;"Vyšnı Kubín";510181;"Vyšnı Kubín";503;"Dolnı Kubín";5;"ilinskı";-400826.32;-1180613.39
871559;"Vyšnı Lánec";521876;"Perín-Chym";806;"Košice - okolie";8;"Košickı";-273081.34;-1260958.25
871575;"Vyšnı Mirošov";528072;"Vyšnı Mirošov";712;"Svidník";7;"Prešovskı";-245273.82;-1165712.31
871583;"Vyšnı Orlík";528081;"Vyšnı Orlík";712;"Svidník";7;"Prešovskı";-242285.36;-1170814.2
871591;"Vyšnı Skálnik";515809;"Vyšnı Skálnik";609;"Rimavská Sobota";6;"Banskobystrickı";-359486.97;-1261570.73
871605;"Vyšnı Slavkov";526614;"Vyšnı Slavkov";704;"Levoèa";7;"Prešovskı";-289296.55;-1199831.45
871613;"Vyšnı Tvaroec";519952;"Vyšnı Tvaroec";701;"Bardejov";7;"Prešovskı";-263849.85;-1165091.12
871621;"Vyšnı ipov";529257;"Vyšnı ipov";713;"Vranov nad Top¾ou";7;"Prešovskı";-236604.71;-1211863.08
871648;"Zábiedovo";510190;"Zábiedovo";510;"Tvrdošín";5;"ilinskı";-377953.93;-1167644.45
871664;"Záblatie";505820;"Trenèín";309;"Trenèín";3;"Trenèiansky";-501181.36;-1202747.51
871672;"Záborie";512818;"Záborie";506;"Martin";5;"ilinskı";-425345.13;-1194657.51
871681;"Záborské";525448;"Záborské";707;"Prešov";7;"Prešovskı";-259576.16;-1214496.43
871699;"Dvorníky";559873;"Dvorníky-Vèeláre";806;"Košice - okolie";8;"Košickı";-295290.83;-1251537.55
871702;"Vèeláre";559873;"Dvorníky-Vèeláre";806;"Košice - okolie";8;"Košickı";-297025.72;-1252546.79
871711;"Zádiel";559881;"Zádiel";806;"Košice - okolie";8;"Košickı";-294824.61;-1249720.46
